id,org_id,display_name,legal_name,description,website,email,phone,verification_tier,verification_date,logo_url,banner_url,average_rating,total_reviews,total_deals,year_established,employee_count,annual_capacity_mt,esg_certified,iso_certified,metadata,created_at,updated_at
e7ab2aab-8519-40c3-beaa-7170563187c1,269c2e24-cf09-4990-8aef-474f888a52e8,Zenith Corporation,Zenith Corporation Limited,Leading lithium producer based in Zimbabwe. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.zenithcorporation.com,sales@zenithcorporation.com,+150-509-2514,verified,2025-05-11T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/zenith-corporation.png,,4.44,82,278,2007,1000+,51520,true,true,"{""country"":""Zimbabwe"",""country_code"":""ZW""}",2024-02-19T05:38:30.409Z,2025-12-13T05:38:30.409Z
f94d5403-17e2-4a5f-b88e-cc45d1fcc9fd,130a5769-f01e-4d3e-97b1-8ef518dfb039,Platinum Minerals,Platinum Minerals Limited,Leading lithium producer based in Zimbabwe. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.platinumminerals.com,sales@platinumminerals.com,+236-989-5734,verified,2025-04-03T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/platinum-minerals.png,,4.35,54,257,2013,501-1000,32452,true,true,"{""country"":""Zimbabwe"",""country_code"":""ZW""}",2021-08-17T05:38:30.409Z,2026-01-01T05:38:30.409Z
88289413-90bf-42b4-846c-304a5a4a56fc,c951ab0d-43d6-499e-9ef9-45f9ad99e18d,Atlantic Corporation,Atlantic Corporation Limited,Leading lithium manufacturer based in Ghana. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.atlanticcorporation.com,sales@atlanticcorporation.com,+40-921-4517,verified,2025-04-18T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/atlantic-corporation.png,,4.61,74,163,1997,501-1000,27392,true,true,"{""country"":""Ghana"",""country_code"":""GH""}",2024-09-04T05:38:30.409Z,2025-12-10T05:38:30.409Z
0e47e6d4-bb17-4ac5-a2fa-2e1f2f96443e,0fe24713-f045-4543-b84d-20cb9f648daa,Pacific Materials,"Pacific Materials Co., Ltd.",Leading lithium processor based in China. Established global operations. Specializing in industrial-grade lithium compounds.,https://www.pacificmaterials.com,sales@pacificmaterials.com,+166-938-3764,verified,2025-12-27T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/pacific-materials.png,,4.7,146,293,2020,501-1000,48156,true,true,"{""country"":""China"",""country_code"":""CN""}",2021-12-30T05:38:30.409Z,2025-12-29T05:38:30.409Z
f790d565-6d60-476b-bad7-8dfeb8211617,b61bcb5a-0933-4378-af82-ce8b895a7438,Global Mining,Global Mining Limited,Leading lithium manufacturer based in Ethiopia. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.globalmining.com,sales@globalmining.com,+373-901-1118,verified,2025-05-10T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/global-mining.png,,4.63,122,383,2013,501-1000,26978,false,true,"{""country"":""Ethiopia"",""country_code"":""ET""}",2021-12-31T05:38:30.409Z,2026-01-01T05:38:30.409Z
1b34a295-7e7d-46ef-91e6-ed739cb9d235,ca94c569-0ee8-4f31-8ff3-ff0fbc144e85,Atlantic Energy,Atlantic Energy Limited,Leading lithium supplier based in Ghana. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.atlanticenergy.com,sales@atlanticenergy.com,+998-800-9626,verified,2025-04-23T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/atlantic-energy.png,,4.71,65,179,2001,501-1000,44414,true,true,"{""country"":""Ghana"",""country_code"":""GH""}",2023-04-21T05:38:30.409Z,2025-12-03T05:38:30.409Z
4de41147-0ced-42bb-9c8d-ca43be6d2b05,6228f337-e3f2-48e7-9e6b-44ebbaadacc6,Vertex Materials,Vertex Materials Limited,Leading lithium producer based in South Africa. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.vertexmaterials.com,sales@vertexmaterials.com,+280-231-3565,verified,2025-04-27T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/vertex-materials.png,,4.61,117,399,2002,1000+,57573,true,true,"{""country"":""South Africa"",""country_code"":""ZA""}",2023-08-14T05:38:30.409Z,2025-12-30T05:38:30.409Z
a20dbd32-a765-4c3b-bc92-003c072148dc,ffbc0199-b8f2-479f-b7e1-7be94a806fb3,Frontier Resources,Frontier Resources Limited,Leading lithium processor based in Canada. Established global operations. Specializing in battery-grade lithium compounds.,https://www.frontierresources.com,sales@frontierresources.com,+965-873-6498,verified,2025-10-17T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/frontier-resources.png,,4.68,60,233,2019,501-1000,23205,true,true,"{""country"":""Canada"",""country_code"":""CA""}",2021-11-21T05:38:30.409Z,2025-12-17T05:38:30.409Z
a12299a4-2c5b-42a9-ba81-b50ed03324ea,311e4622-d636-434e-8dab-62a74ca3f157,Pioneer Group,Pioneer Group Limited,Leading lithium manufacturer based in Canada. Established global operations. Specializing in battery-grade lithium compounds.,https://www.pioneergroup.com,sales@pioneergroup.com,+476-893-3552,verified,2025-05-26T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/pioneer-group.png,,4.53,110,303,2002,1000+,54171,false,true,"{""country"":""Canada"",""country_code"":""CA""}",2024-12-22T05:38:30.409Z,2025-12-10T05:38:30.409Z
37fbb935-02c2-4908-8a0d-1767ce72736c,ab60c003-f1b3-4f25-8cc7-c0009a934ed0,Eclipse Holdings,Eclipse Holdings Limited,Leading lithium processor based in Nigeria. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.eclipseholdings.com,sales@eclipseholdings.com,+850-270-9632,verified,2025-02-11T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/eclipse-holdings.png,,4.47,144,315,2012,1000+,53860,true,true,"{""country"":""Nigeria"",""country_code"":""NG""}",2022-10-15T05:38:30.409Z,2025-12-16T05:38:30.409Z
2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,a99df065-44b8-4944-a0ea-b2aff16d42d6,Pioneer Resources,Pioneer Resources Limited,Leading lithium manufacturer based in Nigeria. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.pioneerresources.com,sales@pioneerresources.com,+176-485-8494,verified,2025-04-06T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/pioneer-resources.png,,4.44,122,441,2011,1000+,59124,false,true,"{""country"":""Nigeria"",""country_code"":""NG""}",2021-12-01T05:38:30.409Z,2025-12-23T05:38:30.409Z
899e3891-f93f-4d0d-8a05-4f23adaeac21,4b28e16a-1939-4ff7-ad30-43fee838c5d3,Global Resources,Global Resources Limited,Leading lithium producer based in Rwanda. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.globalresources.com,sales@globalresources.com,+785-717-7951,verified,2025-01-31T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/global-resources.png,,4.57,78,279,2003,501-1000,22208,true,true,"{""country"":""Rwanda"",""country_code"":""RW""}",2022-11-03T05:38:30.409Z,2025-12-21T05:38:30.409Z
77a43956-c6c9-4ba6-96ea-337574954ed2,a404860f-8c7b-4bdb-8d09-b048c6fd5bc3,Zenith Enterprises,Zenith Enterprises Limited,Leading lithium processor based in Mali. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.zenithenterprises.com,sales@zenithenterprises.com,+45-472-6039,verified,2025-09-07T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/zenith-enterprises.png,,4.31,73,210,2020,501-1000,33317,true,true,"{""country"":""Mali"",""country_code"":""ML""}",2023-05-24T05:38:30.409Z,2025-12-26T05:38:30.409Z
b81d6b03-e5b8-4775-ae41-f217e25d8d23,9062cbd4-c67b-4e5c-a17d-856f0d3ce2e1,Platinum Energy,Platinum Energy Corporation,Leading lithium producer based in United States. Established global operations. Specializing in technical-grade lithium compounds.,https://www.platinumenergy.com,sales@platinumenergy.com,+541-390-9633,verified,2025-09-18T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/platinum-energy.png,,4.66,78,246,1998,1000+,52481,true,true,"{""country"":""United States"",""country_code"":""US""}",2022-10-23T05:38:30.409Z,2025-12-29T05:38:30.409Z
a9f4a45c-896f-4699-bdb5-053a60619f4e,281dd846-cce1-4618-9f52-f01063a390d6,Diamond Holdings,Diamond Holdings Limited,Leading lithium producer based in Australia. Established global operations. Specializing in battery-grade lithium compounds.,https://www.diamondholdings.com,sales@diamondholdings.com,+667-248-2887,verified,2025-08-22T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/diamond-holdings.png,,4.6,85,419,2005,1000+,59250,true,true,"{""country"":""Australia"",""country_code"":""AU""}",2022-12-28T05:38:30.409Z,2025-12-12T05:38:30.409Z
2ad8b3e1-554c-4068-a664-76129b3d5235,0a8f02ba-c843-4109-913f-42e990f7d0b8,International Holdings,International Holdings Corporation,Leading lithium processor based in United States. Established global operations. Specializing in industrial-grade lithium compounds.,https://www.internationalholdings.com,sales@internationalholdings.com,+155-402-5871,verified,2025-04-14T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/international-holdings.png,,4.56,115,397,2008,501-1000,21049,true,true,"{""country"":""United States"",""country_code"":""US""}",2021-03-17T05:38:30.409Z,2025-12-03T05:38:30.409Z
bfd89266-65d2-4a19-a83d-6510f05854ea,1addd1e4-0ce7-43d8-b73f-42c9fb237a21,Pacific Group,Pacific Group Limited,Leading lithium supplier based in Argentina. Established global operations. Specializing in battery-grade lithium compounds.,https://www.pacificgroup.com,sales@pacificgroup.com,+514-831-8915,verified,2025-03-14T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/pacific-group.png,,4.71,71,162,1998,501-1000,23336,true,true,"{""country"":""Argentina"",""country_code"":""AR""}",2023-12-16T05:38:30.409Z,2025-12-16T05:38:30.409Z
a17023fb-6086-437b-ab59-0e7cdd24e603,1151a52b-9ae3-47af-823c-6dd51ab9c50e,Pacific Industries,Pacific Industries Limited,Leading lithium producer based in Nigeria. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.pacificindustries.com,sales@pacificindustries.com,+521-655-6107,verified,2025-02-23T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/pacific-industries.png,,4.41,150,366,1997,1000+,57148,false,true,"{""country"":""Nigeria"",""country_code"":""NG""}",2024-06-30T05:38:30.409Z,2025-12-18T05:38:30.409Z
87519094-b5f3-4ef6-9d9c-8e503fcfed38,6ef04ff0-57e9-414e-8fc5-b106eed46254,Quantum Lithium,Quantum Lithium Limited,Leading lithium producer based in Nigeria. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.quantumlithium.com,sales@quantumlithium.com,+292-749-6865,verified,2025-12-18T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/quantum-lithium.png,,4.51,92,326,2008,501-1000,49683,true,true,"{""country"":""Nigeria"",""country_code"":""NG""}",2024-02-10T05:38:30.409Z,2025-12-21T05:38:30.409Z
d74f7fe2-0419-4385-bd64-0b1ec5f0c7ea,17341551-5887-4759-ba47-7fe116721ed9,Continental Mining,Continental Mining Limited,Leading lithium producer based in Namibia. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.continentalmining.com,sales@continentalmining.com,+533-597-1284,verified,2025-05-22T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/continental-mining.png,,4.31,98,228,2002,1000+,58124,true,true,"{""country"":""Namibia"",""country_code"":""NA""}",2022-08-23T05:38:30.409Z,2025-12-07T05:38:30.409Z
9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,a2747b2b-6559-420d-9000-5d50eb483814,Eclipse Enterprises,Eclipse Enterprises Limited,Leading lithium supplier based in Canada. Established global operations. Specializing in battery-grade lithium compounds.,https://www.eclipseenterprises.com,sales@eclipseenterprises.com,+241-968-3706,basic,2025-05-05T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/eclipse-enterprises.png,,4.1,48,198,2005,201-500,9987,false,true,"{""country"":""Canada"",""country_code"":""CA""}",2022-03-27T05:38:30.409Z,2025-12-07T05:38:30.409Z
277bf9bb-fafe-41f0-903a-c7debfdda64b,165d7f77-eece-44d8-8f9b-54a7954d70d7,Emerald Lithium,Emerald Lithium Limited,Leading lithium manufacturer based in Nigeria. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.emeraldlithium.com,sales@emeraldlithium.com,+916-275-1701,basic,2025-11-18T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/emerald-lithium.png,,4.39,43,201,2015,201-500,8063,false,true,"{""country"":""Nigeria"",""country_code"":""NG""}",2023-11-17T05:38:30.409Z,2025-12-11T05:38:30.409Z
85f19c5f-c906-4131-a2e1-c7ee824853e5,66743909-7ab0-4598-b3d6-0193c1d38891,Legacy Minerals,Legacy Minerals Limited,Leading lithium manufacturer based in Argentina. Established global operations. Specializing in battery-grade lithium compounds.,https://www.legacyminerals.com,sales@legacyminerals.com,+947-703-5430,basic,2025-11-06T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/legacy-minerals.png,,4.23,50,220,2006,201-500,11013,false,true,"{""country"":""Argentina"",""country_code"":""AR""}",2021-01-19T05:38:30.409Z,2025-12-28T05:38:30.409Z
b773ff39-d507-4e20-9088-7d1b90ef4c59,d0f3b21e-1deb-4e2d-8c6a-d1af33ac82f2,Horizon Group,Horizon Group Limited,Leading lithium supplier based in South Africa. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.horizongroup.com,sales@horizongroup.com,+546-356-6042,basic,2025-01-16T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/horizon-group.png,,4.28,50,234,1996,201-500,12989,false,true,"{""country"":""South Africa"",""country_code"":""ZA""}",2021-05-29T05:38:30.409Z,2026-01-02T05:38:30.409Z
46aa2e65-5481-48a0-a421-7cb0e2e0a8e9,80b44be6-26bc-44a2-a674-79064dad0633,Diamond Industries,Diamond Industries Limited,Leading lithium supplier based in Ethiopia. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.diamondindustries.com,sales@diamondindustries.com,+188-584-7400,basic,2025-12-18T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/diamond-industries.png,,3.97,21,72,2016,201-500,16379,false,true,"{""country"":""Ethiopia"",""country_code"":""ET""}",2021-07-11T05:38:30.409Z,2025-12-13T05:38:30.409Z
7046e05c-72f2-4a98-8623-30516724d0bc,ece868b9-9fdd-4eeb-ae10-51967cc0a9e7,Platinum Mining,Platinum Mining Limited,Leading lithium processor based in Mali. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.platinummining.com,sales@platinummining.com,+687-866-8306,basic,2025-06-30T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/platinum-mining.png,,4.11,24,85,2019,201-500,19232,false,true,"{""country"":""Mali"",""country_code"":""ML""}",2022-06-16T05:38:30.409Z,2026-01-01T05:38:30.409Z
c43156d6-c9e0-40c1-98e7-8e1fa8d3aaa5,888e6f28-75e1-4675-bac4-026366966e2b,Quantum Minerals,Quantum Minerals Limited,Leading lithium supplier based in Argentina. Established global operations. Specializing in technical-grade lithium compounds.,https://www.quantumminerals.com,sales@quantumminerals.com,+430-875-7372,basic,2025-02-27T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/quantum-minerals.png,,4.39,22,106,2012,201-500,12772,false,true,"{""country"":""Argentina"",""country_code"":""AR""}",2022-03-12T05:38:30.409Z,2025-12-29T05:38:30.409Z
0af35e47-626b-47c8-9e0b-9872a03ae8b6,15fb87b7-0485-46e6-b789-f4ea93cc2850,Legacy Materials,Legacy Materials Limited,Leading lithium supplier based in Australia. Established global operations. Specializing in technical-grade lithium compounds.,https://www.legacymaterials.com,sales@legacymaterials.com,+49-914-9535,basic,2025-01-02T05:38:30.409Z,https://cdn.lithiumbuy.com/logos/legacy-materials.png,,3.85,22,70,1999,201-500,16715,false,true,"{""country"":""Australia"",""country_code"":""AU""}",2022-02-24T05:38:30.409Z,2025-12-09T05:38:30.409Z
2da0a606-c888-4caa-8d0c-81d3aed13dba,8519fb33-e9e0-44c1-92f2-2e5f9581d28e,Nexus Materials,Nexus Materials Limited,Leading lithium producer based in Rwanda. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.nexusmaterials.com,sales@nexusmaterials.com,+520-582-1245,basic,2025-12-29T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/nexus-materials.png,,4.43,40,176,2019,201-500,15585,false,true,"{""country"":""Rwanda"",""country_code"":""RW""}",2022-09-05T05:38:30.410Z,2025-12-25T05:38:30.410Z
526452e8-c64a-4b48-a821-9a65c3d3da45,14458900-e11c-48a8-ba0e-94961aca66e5,Premier Enterprises,Premier Enterprises Limited,Leading lithium manufacturer based in Nigeria. Pioneering sustainable mining in Africa. Specializing in industrial-grade lithium compounds.,https://www.premierenterprises.com,sales@premierenterprises.com,+920-899-8856,basic,2025-05-26T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/premier-enterprises.png,,4.15,11,47,2000,201-500,7343,false,true,"{""country"":""Nigeria"",""country_code"":""NG""}",2023-05-08T05:38:30.410Z,2025-12-09T05:38:30.410Z
4ab2dd23-7743-42ea-91be-b20cd0b3d3c5,c7e7d2f7-420a-4d22-bab2-536caa96cf50,Pioneer Lithium,Pioneer Lithium Limited,Leading lithium manufacturer based in Chile. Established global operations. Specializing in technical-grade lithium compounds.,https://www.pioneerlithium.com,sales@pioneerlithium.com,+258-217-8701,basic,2025-12-07T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/pioneer-lithium.png,,4.32,18,45,2007,201-500,18712,false,true,"{""country"":""Chile"",""country_code"":""CL""}",2024-05-09T05:38:30.410Z,2025-12-08T05:38:30.410Z
58cdc450-a548-4401-8bf2-112ce2b3a84d,a8b795f6-cf90-468a-a38d-df46e511d9f9,Quantum Resources,Quantum Resources Limited,Leading lithium manufacturer based in Mali. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.quantumresources.com,sales@quantumresources.com,+477-259-3762,basic,2025-03-17T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/quantum-resources.png,,3.93,41,191,2006,201-500,5065,false,true,"{""country"":""Mali"",""country_code"":""ML""}",2021-12-25T05:38:30.410Z,2025-12-05T05:38:30.410Z
07d0779a-7ff7-4ee0-b847-3d7249aff3bf,64d0542f-1bd1-468a-bee7-2ff76036ea7b,Advanced Enterprises,Advanced Enterprises Corporation,Leading lithium manufacturer based in United States. Established global operations. Specializing in battery-grade lithium compounds.,https://www.advancedenterprises.com,sales@advancedenterprises.com,+440-327-6498,basic,2025-09-07T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/advanced-enterprises.png,,4.14,45,97,1999,201-500,8832,false,true,"{""country"":""United States"",""country_code"":""US""}",2022-07-25T05:38:30.410Z,2025-12-27T05:38:30.410Z
5d5649db-7391-4669-88d9-6673def550de,1853c6b8-20b7-44dc-8486-82a0172c7acc,Legacy Mining,Legacy Mining Limited,Leading lithium manufacturer based in Nigeria. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.legacymining.com,sales@legacymining.com,+740-509-1158,basic,2025-01-09T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/legacy-mining.png,,4.19,16,40,2020,201-500,6751,false,true,"{""country"":""Nigeria"",""country_code"":""NG""}",2022-08-14T05:38:30.410Z,2025-12-20T05:38:30.410Z
3f719a20-196e-4723-8a34-9b1673a8bc47,914b599e-b7b5-42eb-8bc8-1e5713a3b9e2,Platinum Industries,Platinum Industries Limited,Leading lithium processor based in Ethiopia. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.platinumindustries.com,sales@platinumindustries.com,+73-642-6180,basic,2025-06-17T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/platinum-industries.png,,3.81,17,57,2009,201-500,11681,false,true,"{""country"":""Ethiopia"",""country_code"":""ET""}",2023-09-07T05:38:30.410Z,2025-12-04T05:38:30.410Z
765d0fb4-d95b-4f37-9659-74ff955aacc3,da1db7c8-ec92-43b3-a3a0-b91a3221390a,International Resources,International Resources Limited,Leading lithium supplier based in Chile. Established global operations. Specializing in technical-grade lithium compounds.,https://www.internationalresources.com,sales@internationalresources.com,+316-324-2660,basic,2025-08-12T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/international-resources.png,,3.82,46,139,1999,201-500,7207,false,true,"{""country"":""Chile"",""country_code"":""CL""}",2021-07-01T05:38:30.410Z,2025-12-21T05:38:30.410Z
3a4a168c-8231-414f-b66c-cde9fd9e59d0,6b730ec4-69bc-42f0-b693-2c19ec310bc9,United Lithium,United Lithium Limited,Leading lithium producer based in Ghana. Pioneering sustainable mining in Africa. Specializing in battery-grade lithium compounds.,https://www.unitedlithium.com,sales@unitedlithium.com,+176-510-3305,basic,2025-03-06T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/united-lithium.png,,4.06,20,93,2004,201-500,5655,false,true,"{""country"":""Ghana"",""country_code"":""GH""}",2023-05-24T05:38:30.410Z,2025-12-12T05:38:30.410Z
265c448a-aec6-45d7-8da5-7ae53396b777,2b4efcc8-d14a-4baa-aa76-3b4eb905ef2c,Premier Minerals,Premier Minerals Limited,Leading lithium supplier based in Mali. Pioneering sustainable mining in Africa. Specializing in technical-grade lithium compounds.,https://www.premierminerals.com,sales@premierminerals.com,+700-485-5545,basic,2025-07-20T05:38:30.410Z,https://cdn.lithiumbuy.com/logos/premier-minerals.png,,3.87,37,81,2020,201-500,11129,false,true,"{""country"":""Mali"",""country_code"":""ML""}",2024-07-10T05:38:30.410Z,2025-12-09T05:38:30.410Z
